"symbol","name","market","asset_type","country"
"7965.T","象印マホービン","TSE","equity","japan"
"7966.T","リンテック","TSE","equity","japan"
"7970.T","信越ポリマー","TSE","equity","japan"
"7971.T","東リ","TSE","equity","japan"
"7972.T","イトーキ","TSE","equity","japan"
"7974.T","任天堂","TSE","equity","japan"
"7975.T","リヒトラブ","TSE","equity","japan"
"7976.T","三菱鉛筆","TSE","equity","japan"
"7979.T","松風","TSE","equity","japan"
"7980.T","重松製作所","TSE","equity","japan"
"7981.T","タカラスタンダード","TSE","equity","japan"
"7983.T","ミロク","TSE","equity","japan"
"7984.T","コクヨ","TSE","equity","japan"
"7985.T","ネポン","TSE","equity","japan"
"7986.T","日本アイ・エス・ケイ","TSE","equity","japan"
"7987.T","ナカバヤシ","TSE","equity","japan"
"7988.T","ニフコ","TSE","equity","japan"
"7989.T","立川ブラインド工業","TSE","equity","japan"
"7990.T","グローブライド","TSE","equity","japan"
"7991.T","マミヤ・オーピー","TSE","equity","japan"
"7992.T","セーラー万年筆","TSE","equity","japan"
"7994.T","オカムラ","TSE","equity","japan"
"7995.T","バルカー","TSE","equity","japan"
"7997.T","くろがね工作所","TSE","equity","japan"
"7999.T","MUTOHホールディングス","TSE","equity","japan"
"8001.T","伊藤忠商事","TSE","equity","japan"
"8002.T","丸紅","TSE","equity","japan"
"8005.T","スクロール","TSE","equity","japan"
"8006.T","ユアサ・フナショク","TSE","equity","japan"
"8007.T","高島","TSE","equity","japan"
"8008.T","ヨンドシーホールディングス","TSE","equity","japan"
"8011.T","三陽商会","TSE","equity","japan"
"8012.T","長瀬産業","TSE","equity","japan"
"8013.T","ナイガイ","TSE","equity","japan"
"8014.T","蝶理","TSE","equity","japan"
"8015.T","豊田通商","TSE","equity","japan"
"8016.T","オンワードホールディングス","TSE","equity","japan"
"8018.T","三共生興","TSE","equity","japan"
"8020.T","兼松","TSE","equity","japan"
"8022.T","美津濃","TSE","equity","japan"
"8023.T","大興電子通信","TSE","equity","japan"
"8025.T","ツカモトコーポレーション","TSE","equity","japan"
"8029.T","ルックホールディングス","TSE","equity","japan"
"8030.T","中央魚類","TSE","equity","japan"
"8031.T","三井物産","TSE","equity","japan"
"8032.T","日本紙パルプ商事","TSE","equity","japan"
"8035.T","東京エレクトロン","TSE","equity","japan"
"8037.T","カメイ","TSE","equity","japan"
"8038.T","東都水産","TSE","equity","japan"
"8039.T","築地魚市場","TSE","equity","japan"
"8040.T","東京ソワール","TSE","equity","japan"
"8041.T","OUGホールディングス","TSE","equity","japan"
"8043.T","スターゼン","TSE","equity","japan"
"8045.T","横浜丸魚","TSE","equity","japan"
"8046.T","丸藤シートパイル","TSE","equity","japan"
"8050.T","セイコーグループ","TSE","equity","japan"
"8051.T","山善","TSE","equity","japan"
"8052.T","椿本興業","TSE","equity","japan"
"8053.T","住友商事","TSE","equity","japan"
"8056.T","BIPROGY","TSE","equity","japan"
"8057.T","内田洋行","TSE","equity","japan"
"8058.T","三菱商事","TSE","equity","japan"
"8059.T","第一実業","TSE","equity","japan"
"8060.T","キヤノンマーケティングジャパン","TSE","equity","japan"
"8061.T","西華産業","TSE","equity","japan"
"8065.T","佐藤商事","TSE","equity","japan"
"8066.T","三谷商事","TSE","equity","japan"
"8070.T","東京産業","TSE","equity","japan"
"8072.T","日本出版貿易","TSE","equity","japan"
"8074.T","ユアサ商事","TSE","equity","japan"
"8075.T","神鋼商事","TSE","equity","japan"
"8076.T","カノークス","TSE","equity","japan"
"8077.T","トルク","TSE","equity","japan"
"8078.T","阪和興業","TSE","equity","japan"
"8079.T","正栄食品工業","TSE","equity","japan"
"8081.T","カナデン","TSE","equity","japan"
"8084.T","RYODEN","TSE","equity","japan"
"8085.T","ナラサキ産業","TSE","equity","japan"
"8086.T","ニプロ","TSE","equity","japan"
"8088.T","岩谷産業","TSE","equity","japan"
"8089.T","ナイス","TSE","equity","japan"
"8091.T","ニチモウ","TSE","equity","japan"
"8093.T","極東貿易","TSE","equity","japan"
"8095.T","アステナホールディングス","TSE","equity","japan"
"8097.T","三愛オブリ","TSE","equity","japan"
"8098.T","稲畑産業","TSE","equity","japan"
"8101.T","GSIクレオス","TSE","equity","japan"
"8103.T","明和産業","TSE","equity","japan"
"8104.T","クワザワホールディングス","TSE","equity","japan"
"8105.T","堀田丸正","TSE","equity","japan"
"8107.T","キムラタン","TSE","equity","japan"
"8111.T","ゴールドウイン","TSE","equity","japan"
"8113.T","ユニ・チャーム","TSE","equity","japan"
"8114.T","デサント","TSE","equity","japan"
"8115.T","ムーンバット","TSE","equity","japan"
"8117.T","中央自動車工業","TSE","equity","japan"
"8118.T","キング","TSE","equity","japan"
"8119.T","三栄コーポレーション","TSE","equity","japan"
"8123.T","川辺","TSE","equity","japan"
"8125.T","ワキタ","TSE","equity","japan"
"8127.T","ヤマトインターナショナル","TSE","equity","japan"
"8129.T","東邦ホールディングス","TSE","equity","japan"
"8130.T","サンゲツ","TSE","equity","japan"
"8131.T","ミツウロコグループホールディングス","TSE","equity","japan"
"8132.T","シナネンホールディングス","TSE","equity","japan"
"8133.T","伊藤忠エネクス","TSE","equity","japan"
"8135.T","ゼット","TSE","equity","japan"
"8136.T","サンリオ","TSE","equity","japan"
"8137.T","サンワテクノス","TSE","equity","japan"
"8138.T","三京化成","TSE","equity","japan"
"8139.T","ナガホリ","TSE","equity","japan"
"8141.T","新光商事","TSE","equity","japan"
"8142.T","トーホー","TSE","equity","japan"
"8143.T","ラピーヌ","TSE","equity","japan"
"8144.T","デンキョーグループホールディングス","TSE","equity","japan"
"8147.T","トミタ","TSE","equity","japan"
"8150.T","三信電気","TSE","equity","japan"
"8151.T","東陽テクニカ","TSE","equity","japan"
"8152.T","ソマール","TSE","equity","japan"
"8153.T","モスフードサービス","TSE","equity","japan"
"8154.T","加賀電子","TSE","equity","japan"
"8155.T","三益半導体工業","TSE","equity","japan"
"8157.T","都築電気","TSE","equity","japan"
"8158.T","ソーダニッカ","TSE","equity","japan"
"8159.T","立花エレテック","TSE","equity","japan"
"8160.T","木曽路","TSE","equity","japan"
"8163.T","SRSホールディングス","TSE","equity","japan"
"8165.T","千趣会","TSE","equity","japan"
"8166.T","タカキュー","TSE","equity","japan"
"8167.T","リテールパートナーズ","TSE","equity","japan"
"8173.T","上新電機","TSE","equity","japan"
"8174.T","日本瓦斯","TSE","equity","japan"
"8179.T","ロイヤルホールディングス","TSE","equity","japan"
"8181.T","東天紅","TSE","equity","japan"
"8182.T","いなげや","TSE","equity","japan"
"8185.T","チヨダ","TSE","equity","japan"
"8194.T","ライフコーポレーション","TSE","equity","japan"
"8198.T","マックスバリュ東海","TSE","equity","japan"
"8200.T","リンガーハット","TSE","equity","japan"
"8202.T","ラオックスホールディングス","TSE","equity","japan"
"8203.T","MrMaxHD","TSE","equity","japan"
"8207.T","テンアライド","TSE","equity","japan"
"8208.T","エンチョー","TSE","equity","japan"
"8209.T","フレンドリー","TSE","equity","japan"
"8214.T","AOKIホールディングス","TSE","equity","japan"
"8215.T","銀座山形屋","TSE","equity","japan"
"8217.T","オークワ","TSE","equity","japan"
"8218.T","コメリ","TSE","equity","japan"
"8219.T","青山商事","TSE","equity","japan"
"8225.T","タカチホ","TSE","equity","japan"
"8226.T","理経","TSE","equity","japan"
"8227.T","しまむら","TSE","equity","japan"
"8230.T","はせがわ","TSE","equity","japan"
"8233.T","高島屋","TSE","equity","japan"
"8237.T","松屋","TSE","equity","japan"
"8242.T","エイチ・ツー・オー リテイリング","TSE","equity","japan"
"8244.T","近鉄百貨店","TSE","equity","japan"
"8247.T","大和","TSE","equity","japan"
"8252.T","丸井グループ","TSE","equity","japan"
"8253.T","クレディセゾン","TSE","equity","japan"
"8254.T","さいか屋","TSE","equity","japan"
"8255.T","アクシアル リテイリング","TSE","equity","japan"
"8260.T","井筒屋","TSE","equity","japan"
"8267.T","イオン","TSE","equity","japan"
"8273.T","イズミ","TSE","equity","japan"
"8275.T","フォーバル","TSE","equity","japan"
"8276.T","平和堂","TSE","equity","japan"
"8278.T","フジ","TSE","equity","japan"
"8279.T","ヤオコー","TSE","equity","japan"
"8281.T","ゼビオホールディングス","TSE","equity","japan"
"8282.T","ケーズホールディングス","TSE","equity","japan"
"8283.T","PALTAC","TSE","equity","japan"
"8285.T","三谷産業","TSE","equity","japan"
"8289.T","Olympicグループ","TSE","equity","japan"
"8291.T","日産東京販売ホールディングス","TSE","equity","japan"
"8301.T","日本銀行","TSE","equity","japan"
"8304.T","あおぞら銀行","TSE","equity","japan"
"8306.T","三菱UFJフィナンシャル・グループ","TSE","equity","japan"
"8308.T","りそなホールディングス","TSE","equity","japan"
"8309.T","三井住友トラスト・ホールディングス","TSE","equity","japan"
"8316.T","三井住友フィナンシャルグループ","TSE","equity","japan"
"8331.T","千葉銀行","TSE","equity","japan"
"8334.T","群馬銀行","TSE","equity","japan"
"8336.T","武蔵野銀行","TSE","equity","japan"
"8337.T","千葉興業銀行","TSE","equity","japan"
"8338.T","筑波銀行","TSE","equity","japan"
"8341.T","七十七銀行","TSE","equity","japan"
"8343.T","秋田銀行","TSE","equity","japan"
"8344.T","山形銀行","TSE","equity","japan"
"8345.T","岩手銀行","TSE","equity","japan"
"8346.T","東邦銀行","TSE","equity","japan"
"8349.T","東北銀行","TSE","equity","japan"
"8354.T","ふくおかフィナンシャルグループ","TSE","equity","japan"
"8358.T","スルガ銀行","TSE","equity","japan"
"8359.T","八十二銀行","TSE","equity","japan"
"8360.T","山梨中央銀行","TSE","equity","japan"
"8361.T","大垣共立銀行","TSE","equity","japan"
"8362.T","福井銀行","TSE","equity","japan"
"8364.T","清水銀行","TSE","equity","japan"
"8365.T","富山銀行","TSE","equity","japan"
"8366.T","滋賀銀行","TSE","equity","japan"
"8367.T","南都銀行","TSE","equity","japan"
"8368.T","百五銀行","TSE","equity","japan"
"8370.T","紀陽銀行","TSE","equity","japan"
"8377.T","ほくほくフィナンシャルグループ","TSE","equity","japan"
"8381.T","山陰合同銀行","TSE","equity","japan"
"8383.T","鳥取銀行","TSE","equity","japan"
"8386.T","百十四銀行","TSE","equity","japan"
"8387.T","四国銀行","TSE","equity","japan"
"8388.T","阿波銀行","TSE","equity","japan"
"8392.T","大分銀行","TSE","equity","japan"
"8393.T","宮崎銀行","TSE","equity","japan"
"8395.T","佐賀銀行","TSE","equity","japan"
"8399.T","琉球銀行","TSE","equity","japan"
"8410.T","セブン銀行","TSE","equity","japan"
"8411.T","みずほフィナンシャルグループ","TSE","equity","japan"
"8416.T","高知銀行","TSE","equity","japan"
"8418.T","山口フィナンシャルグループ","TSE","equity","japan"
"8421.T","信金中央金庫","TSE","equity","japan"
"8424.T","芙蓉総合リース","TSE","equity","japan"
"8425.T","みずほリース","TSE","equity","japan"
"8439.T","東京センチュリー","TSE","equity","japan"
"8462.T","フューチャーベンチャーキャピタル","TSE","equity","japan"
"8473.T","SBIホールディングス","TSE","equity","japan"
"8508.T","Jトラスト","TSE","equity","japan"
"8511.T","日本証券金融","TSE","equity","japan"
"8515.T","アイフル","TSE","equity","japan"
"8518.T","日本アジア投資","TSE","equity","japan"
"8522.T","名古屋銀行","TSE","equity","japan"
"8524.T","北洋銀行","TSE","equity","japan"
"8537.T","大光銀行","TSE","equity","japan"
"8541.T","愛媛銀行","TSE","equity","japan"
"8542.T","トマト銀行","TSE","equity","japan"
"8544.T","京葉銀行","TSE","equity","japan"
"8550.T","栃木銀行","TSE","equity","japan"
"8551.T","北日本銀行","TSE","equity","japan"
"8558.T","東和銀行","TSE","equity","japan"
"8562.T","福島銀行","TSE","equity","japan"
"8563.T","大東銀行","TSE","equity","japan"
"8566.T","リコーリース","TSE","equity","japan"
"8570.T","イオンフィナンシャルサービス","TSE","equity","japan"
"8572.T","アコム","TSE","equity","japan"
"8584.T","ジャックス","TSE","equity","japan"
"8585.T","オリエントコーポレーション","TSE","equity","japan"
"8591.T","オリックス","TSE","equity","japan"
"8593.T","三菱HCキャピタル","TSE","equity","japan"
"8595.T","ジャフコ グループ","TSE","equity","japan"
"8596.T","九州リースサービス","TSE","equity","japan"
"8600.T","トモニホールディングス","TSE","equity","japan"
"8601.T","大和証券グループ本社","TSE","equity","japan"
"8604.T","野村ホールディングス","TSE","equity","japan"
"8609.T","岡三証券グループ","TSE","equity","japan"
"8613.T","丸三証券","TSE","equity","japan"
"8614.T","東洋証券","TSE","equity","japan"
"8616.T","東海東京フィナンシャル・ホールディングス","TSE","equity","japan"
"8617.T","光世証券","TSE","equity","japan"
"8622.T","水戸証券","TSE","equity","japan"
"8624.T","いちよし証券","TSE","equity","japan"
"8628.T","松井証券","TSE","equity","japan"
"8630.T","SOMPOホールディングス","TSE","equity","japan"
"8697.T","日本取引所グループ","TSE","equity","japan"
"8698.T","マネックスグループ","TSE","equity","japan"
"8699.T","HSホールディングス","TSE","equity","japan"
"8700.T","丸八証券","TSE","equity","japan"
"8704.T","トレイダーズホールディングス","TSE","equity","japan"
"8705.T","日産証券グループ","TSE","equity","japan"
